Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
207,2,0.956,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",bang coba review hp honor gt honor gt pro iqoo z turbo dan iqoo neo di video selanjutnya
208,2,0.7031,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",wani
209,5,0.8948,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",cuma bisa beli kopi kapal api nya aja
210,2,0.8982,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",diseain nya kek hp tecno sprak pro
211,1,0.9144,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",gas dibikinin poco f ultra sama iqoo
212,4,0.4272,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",bagus mana min kira kira
213,5,0.8653,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",unboxing vivo v lite g dong bang
214,2,0.5378,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",bang david bahas tank pad dong yang bisa di buat projector
215,4,0.7534,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",di f pro triple camera juga bang tapi f pro yang ke nya telemacro aja sih pernah nyoba mayan kepake walaupun nggak selalu
216,3,0.9686,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",saya rasa untuk value juta ambil bar and poco mikir lagi gua masih mending beli ip pro atau iqoo dr vivo ga ada iklan
217,5,0.8129,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",lanjut vivo v lite baru
218,0,0.6748,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",gt pro layarnya adem bgt sih
219,4,0.6827,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",loh dah rilis toh tahun lalu perasaan juni
220,2,0.9681,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",bang saya minta tolong dong bikinin perbandingan hp infinix gt pro yang ori sama yang versi komi bang soalnya banyak yang sudah kena scam gt komi ituu pliss bangg
221,0,0.7156,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",udh minggu pake poco f ultra dan emg bener ada iklannya
222,5,0.8948,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",bang david review headphone under k dong
223,2,0.819,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",bg review hp redmi a
224,3,0.8217,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",ampun terlalu mahal
225,4,0.8969,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",jirrr kamera nya mirip saringgan madara
226,3,0.8215,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",sruput ahhhh
227,2,0.9165,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",poco f ultra poco f pro poco f biasa ada ga sih
228,5,0.7334,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",saran bang sekarang kalau tes game tambahin wuthering waves dong genshin mah masih enteng
229,2,0.5389,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",poco f ultra lawannya one t
230,4,0.9282,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",pantes poco f harganya turun derastis wkwkw
231,5,0.6932,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",masih anteng di f
232,5,0.7018,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",bang review infinix smart murah tapi mantap
233,2,0.9165,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",tim yang nonton doang tp kaga beli
234,2,0.8982,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",bang riview hp realme gt pro dong bang plis
235,2,0.8189,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",bahas hp samsung a g bang
236,0,0.8106,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",uciha poco
237,2,0.8982,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",kls entry lama ga bahas banggsesekali lah
238,0,0.8637,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",bang bahasa poco mpro g dong
239,0,0.8105,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",ada yang dari semarang g bang ada yang mau di tanyain
240,5,0.8948,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",bang coba review air cooler
241,1,0.4016,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",duhh nunggu v lite masih lama kah bgg
242,3,0.9777,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",jadi yg mahal bukan software dll tapi iklannya yg mahal jt jual iklan berkedok jual hp keknya mending beli hp yg ga ada kepala chargernya tapi tahan lama deh ketimbang beli hp iklan seharga jt
243,2,0.8697,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",review nubia neo gt g
244,1,0.7914,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",bg tolong rekomendasiin fan cooler buat hp infinix hot dong semoga di jawab
245,0,0.6891,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",kameranya ampas bgt mending nambah dikit beli ip
246,5,0.9268,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",bang kalau review hp coba pakai buat maun wuathering waves
247,4,0.9732,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",cara matiin iklanmasuk pengaturan search iklan trs ntr di matiinudh aman dahklo masih ada buka apk bawaanmasuk pengaturan nyatrs matiin iklan nya
248,4,0.9716,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",bang mau nanya hp saya xiaomi t pro kalau tombol volume nya itu kaya kurang rapat di pegang terus di keatasin kebawahin bunyi gitu tombol volumenya itu normal apa engga bang
249,4,0.8163,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",ngikuti dari dulu kok gak ada ya bagi hp pada subscreb
250,2,0.8982,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",bg nnti riviu dong invinix pro
251,2,0.8697,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",waduh nyenggol produk buah v
252,0,0.6747,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",tumben segel uda kebuka
253,2,0.9385,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",bang review poco m pro bangbuat yang budgetnya jutaan worth it ga bang
254,3,0.8716,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",miripp vivo x pro
255,2,0.8196,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",mending ambil mana antara poco f ultra yg varian atau xiaomi t pro yg varian kalo buat ngegame fotofoto
256,0,0.8936,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",iqoo lebih mahal tapi belum ada wireless charging
257,4,0.8165,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",ah jelek biasa ajah
258,3,0.8218,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",juta beriklan
259,2,0.7342,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",bang review nothing phone lagi dong seri yang a pro
260,1,0.7825,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",buat yang suka nonton bang david tolong rekomendasiin hp paling bagus menurut kalian di harga jt jt
261,0,0.8107,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",bang review nubbin boleh
262,5,0.8948,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",baru bisa beli kopi kapal apinya
263,3,0.708,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",jt ada iklan
264,4,0.9823,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",poco nggak akan kuat main di level harga itu ini terulang lg kya poco f gt bkn krna barangnya tapi memang mayoritas usernya nggak main di harga itu dgn kelas harga segitu mereka cenderung mendangmending ke brand lain atau mungkin ke xiaomi flagshipnya sekalian
265,4,0.9154,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",kayak nya tahun ini poco seri f kurang laku deh
266,3,0.5798,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",wwchannel_ iya tapi bkn krna barangnya gk bagus produknya sih bagus cuma memang usernya nggak main di range harga itu jt itu persaingannya udh bicara brand user experience kalo yg f versi reguler ini yg msh poco prnh sukses di level ini wktu bawa f pro tapi saat itu snapdragon memang jawara di thn itu nah si gen ini bisa dibilang bkn jawara utama lg di thn ini
267,4,0.9554,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",wwchannel_ ehh sorry f pro mksdnya bkn f reguler f reguler mah gk ada yak
268,4,0.8679,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",kembaran vivo x series
269,2,0.6487,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",mending mana iphone all operator atau pro beacukai dana jt yang bantu jawab semoga rezekinya lancar aamiin
270,5,0.8129,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",review samsung a g bang
271,4,0.8969,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",kelemahan di hasil video nya aja ya yg masih jitter
272,0,0.4912,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",yg masi nonton pake poco xpro
273,5,0.9137,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",rekomendasi hp kamera zoom terbaik apa kak
274,3,0.9178,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",iklan buat neken jualan jt gk worth it dengan spek b aja
275,3,0.8129,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",bang david boleh buat video badingkan laptop asus zenbook duo double screen dengan acer d
276,4,0.6305,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",skrg ada tes tahan banting nya bagus bg
277,3,0.8717,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",iklan di xiaomi itu fitur
278,2,0.819,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",baru juga beli poco f
279,1,0.8957,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",bang infinix note pro plus g kapan
280,5,0.5195,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",di cina official collab sama wuthering wave nih hp
281,2,0.8982,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",review hp nubia neo gt bg plis
282,2,0.5893,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",boss gw setiap pagi minta dibikinin kopi kapal api di ruangan nyatapi ga diminum cuma buat aroma therapykopinya tetep kopi khas korea
283,5,0.9365,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",kak nama kakak dicatut buat penipuan promo marshall
284,0,0.8936,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",sepertinya jauh lebih worth it iqoo ya gimana menurut pendapat kalian
285,2,0.4299,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",bang bahas inoi a dong
286,2,0.8697,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",bahas honor pro bang
287,1,0.6776,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",inimah jual chipset doank
288,4,0.8165,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",cuma ngiler sama chipsetnya
289,0,0.5823,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",udah duluan kebeli poco x
290,1,0.6765,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",permisi bang david china adalah china tiongkok adalah tiongkok bang
291,2,0.4295,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",bang bahas vivo y dong
292,0,0.926,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",perekaman video belakang nya kok masih kedut kedut jir awoakwoawk
293,0,0.6896,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",scene
294,3,0.5555,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",handphone gw redmi note pro g kapan yaak hyperos nya wkwkwkwk
295,5,0.6934,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",jt gila
296,3,0.6224,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",jt dapet hz mending xiomi t hz dah jtaan
297,5,0.7603,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",gw kira taon ini poco seri f ada yg boming nyaingin f kalo usernya gk banyak krg asik maenin tu hp skip dulu lah ganti hp
298,4,0.8679,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",apapun yang bersinar kita teken
299,2,0.4333,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",ksih tau dong itu hp flaghsip atau midrange hehe bubar f jngn pda beli bukan poco yang kita kenal klo hrga sgtu wkwk
300,4,0.6995,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",hp midrange
301,2,0.8982,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",bang buat video unboxing rog ally
302,1,0.696,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",kapan hp gw bisa di upgrade ya
303,4,0.6991,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",si iqbal
304,2,0.4887,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",bg david bahas poco m pro g dong soalnya mau beli pengen tau kelebihan dan kekurangannya
305,2,0.7456,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",bang david tolong dong review hp red magic pro
306,2,0.8697,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",bg review honor pro bg
307,3,0.5861,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",seru juga baca komen yang hpnya kagak ada iklan pada bahas iklan dihp ini padahal nonton yt juga pasti keluar iklan juga
308,1,0.696,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",mending ip
309,3,0.5825,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",ip baterai boros apa limit harus bayar
310,3,0.4886,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",bulatan kamera nya miripmata sharingan ya
311,5,0.8948,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",vivo v lite review bg david
312,0,0.9666,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",hp yg tahan kena minyak goreng ato minyak tanah solar dan minyak lainnya hape apa soalnya kerja dibagian minyak sambil jualan
313,3,0.8217,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",jarang beli
314,2,0.819,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",alhamdulillah baru beli
315,4,0.868,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",xiaomi t kira kira kapan rilis yaaa
316,4,0.6995,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",desainnya
317,5,0.8129,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",coba hp vivo y kk
318,5,0.8653,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",bang coba unboxing hp vivo y
319,4,0.555,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",bang cobain hp tipis tecno spark slim bang
320,4,0.8969,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",menurutku desain kamera terbagus sih
321,3,0.1933,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",nc
322,0,0.926,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",bang please tolong unboxing barang yang lagi viral nubbin
323,2,0.5971,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",rec red magic bang
324,2,0.734,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",bang masih jaman ga sih mp player belum pernah nih gadgetin bahas mp player
325,3,0.9465,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",uwoogggg cantik citlali mulus bngt inilah alasan aku mencintaimu sayanggg
326,5,0.6581,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",david coba review ac xiomi yg juta starbintang cari di xiomi store official tokopedia tolong review
327,1,0.8664,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",malah rilis pas baru aj beli x _
328,3,0.9178,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",bg saran hp gaming jt kebawah speknya bagus
329,5,0.5848,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",knp ga sklian d bahas soal ai
330,2,0.8697,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",nonton pake poco f wkwk
331,5,0.6032,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",bang saran dari saya coba tes gamenya diganti dong jangan itu mulu ganti kek kaya wuwa atau minecraft jangan itu lagi kaya bosen aja
332,3,0.5503,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",team yang nonton pake hape poco
333,3,0.9466,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",samsung mau yang murah atau yang mahal desainnya sama xiaomi mau yang murah atau yang mahal iklannya sama
334,5,0.8948,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",langsung di tes banting loh ya
335,2,0.7288,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",kemaren pengen beli vivo x pro karena udah nyaman di vivo tapi karena budget dan hp lama udah lag banget jadi budget memadai ke poco x pro alhamdulillah udah nyaman banget
